
These predictions were generated by SeaState on 29-Aug-2025 at 12:34:18.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
  125.4000   0.5962101E+00   0.9618949E-01  -0.3372531E+00   0.1058737E+00   0.1594105E+00   0.1527235E+01   0.1178651E+01   0.7709734E+00   0.9542093E+00   0.1378141E+01   0.8011149E+00   0.2495230E+00  -0.1935346E+00   0.2912337E+00   0.7405854E+00   0.5834483E+04   0.8856161E+03  -0.3385642E+04   0.1146337E+04   0.1366120E+04
  125.6000   0.6932411E+00   0.1895458E+00  -0.3839816E+00   0.1402711E+00   0.2865722E+00   0.1661771E+01   0.1260998E+01   0.6660162E+00   0.1058674E+01   0.1448585E+01   0.3695295E+00   0.3791226E+00  -0.5072367E+00   0.5282410E+00   0.7563622E-01   0.6744615E+04   0.1804932E+04  -0.3778521E+04   0.1425119E+04   0.2669971E+04
  125.8000   0.7382998E+00   0.2661718E+00  -0.4216442E+00   0.1800144E+00   0.3578743E+00   0.1707249E+01   0.1320220E+01   0.5529799E+00   0.1181582E+01   0.1399711E+01   0.8858430E-01   0.2112165E+00  -0.2058139E+00   0.3665836E+00  -0.7188913E-01   0.7189641E+04   0.2550359E+04  -0.4059902E+04   0.1749828E+04   0.3491935E+04
  126.0000   0.7383486E+00   0.3205197E+00  -0.4081362E+00   0.1993153E+00   0.4276958E+00   0.1697951E+01   0.1369503E+01   0.5602585E+00   0.1244462E+01   0.1411707E+01  -0.1529470E+00   0.1816422E-01   0.2441034E+00   0.2806974E+00   0.2734492E+00   0.7202379E+04   0.3074314E+04  -0.3911721E+04   0.1913687E+04   0.4227957E+04
  126.2000   0.6926296E+00   0.3233069E+00  -0.3484584E+00   0.2084097E+00   0.5033664E+00   0.1624380E+01   0.1273944E+01   0.6483030E+00   0.1323507E+01   0.1489400E+01  -0.4816158E+00  -0.5150830E+00   0.5366090E+00   0.2516535E+00   0.3241381E+00   0.6790076E+04   0.3194415E+04  -0.3350463E+04   0.1950168E+04   0.4949709E+04
  126.4000   0.6073419E+00   0.3222322E+00  -0.2451240E+00   0.1883647E+00   0.5658647E+00   0.1475057E+01   0.1193964E+01   0.8319813E+00   0.1357347E+01   0.1573456E+01  -0.5468782E+00   0.1004543E+00   0.9786753E+00  -0.3182932E-01   0.3258088E+00   0.6026428E+04   0.3254125E+04  -0.2421357E+04   0.1706403E+04   0.5520017E+04
  126.6000   0.5270578E+00   0.3600469E+00  -0.1177676E+00   0.1269978E+00   0.5953380E+00   0.1401053E+01   0.1282838E+01   0.1097937E+01   0.1326649E+01   0.1621138E+01  -0.1810812E+00   0.3034954E+00   0.9370165E+00  -0.3683471E+00  -0.6506692E-01   0.5239007E+04   0.3550917E+04  -0.1325924E+04   0.1079031E+04   0.5780643E+04
  126.8000   0.4470053E+00   0.3812233E+00  -0.3269488E-01   0.1328361E-01   0.5695277E+00   0.1364429E+01   0.1333984E+01   0.1262514E+01   0.1182552E+01   0.1546527E+01  -0.3373702E+00  -0.3608220E-01   0.2537622E+00  -0.8130823E+00  -0.3963869E+00   0.4416000E+04   0.3703293E+04  -0.5904089E+03  -0.4600319E+01   0.5576042E+04
  127.0000   0.3447085E+00   0.3548497E+00  -0.3257208E-01  -0.1337992E+00   0.5180522E+00   0.1273475E+01   0.1257064E+01   0.1213790E+01   0.9799314E+00   0.1451346E+01  -0.4034830E+00  -0.5185373E+00  -0.5838146E+00  -0.9268541E+00  -0.2986742E+00   0.3414907E+04   0.3488123E+04  -0.5539865E+03  -0.1390162E+04   0.5116544E+04
  127.2000   0.2357383E+00   0.3041432E+00  -0.1020795E+00  -0.2980205E+00   0.4675312E+00   0.1187295E+01   0.1120716E+01   0.9994926E+00   0.7291222E+00   0.1417315E+01  -0.3646646E+00  -0.4055904E+00  -0.1003076E+01  -0.1140855E+01  -0.1429286E+00   0.2343565E+04   0.3074729E+04  -0.1102108E+04  -0.2911976E+04   0.4597841E+04
  127.4000   0.1314868E+00   0.2707007E+00  -0.1971082E+00  -0.4455529E+00   0.3996479E+00   0.1135277E+01   0.1055273E+01   0.7226647E+00   0.4942191E+00   0.1370419E+01  -0.1780330E+00  -0.2118826E+00  -0.1121207E+01  -0.6676236E+00  -0.4404096E+00   0.1281982E+04   0.2775441E+04  -0.1861864E+04  -0.4276497E+04   0.3907692E+04
  127.6000   0.2627563E-01   0.2514193E+00  -0.2681924E+00  -0.5329725E+00   0.2951279E+00   0.1106761E+01   0.1015361E+01   0.4739108E+00   0.4090982E+00   0.1226789E+01  -0.3436337E+00  -0.1148883E+00  -0.6495619E+00  -0.3141226E+00  -0.6591824E+00   0.1846689E+03   0.2603459E+04  -0.2392319E+04  -0.5143673E+04   0.2930536E+04
  127.8000  -0.1075571E+00   0.2481765E+00  -0.2562305E+00  -0.5820516E+00   0.1866070E+00   0.9972880E+00   0.9989123E+00   0.4066405E+00   0.3520228E+00   0.1087569E+01  -0.6358924E+00   0.5116412E-01   0.1816538E+00  -0.1446614E+00  -0.4086471E+00  -0.1139237E+04   0.2588231E+04  -0.2207595E+04  -0.5629477E+04   0.1907728E+04
  128.0000  -0.2641075E+00   0.2741761E+00  -0.1418705E+00  -0.5886623E+00   0.1063799E+00   0.8259635E+00   0.1054998E+01   0.5588717E+00   0.3545650E+00   0.1057387E+01  -0.8167925E+00   0.4087510E+00   0.1076156E+01   0.6514637E-01  -0.8949267E-01  -0.2641707E+04   0.2818418E+04  -0.1145807E+04  -0.5704629E+04   0.1074286E+04
  128.2000  -0.4188640E+00   0.3201659E+00   0.5161332E-01  -0.5618396E+00   0.2824391E-01   0.6505507E+00   0.1165754E+01   0.8934550E+00   0.3703598E+00   0.1029130E+01  -0.6333996E+00   0.3783181E+00   0.1398675E+01   0.1851994E+00  -0.3175381E+00  -0.4130606E+04   0.3217474E+04   0.5910499E+03  -0.5428622E+04   0.2579919E+03
  128.4000  -0.5501180E+00   0.3586648E+00   0.2469924E+00  -0.4905621E+00  -0.6255550E-01   0.5347298E+00   0.1237132E+01   0.1189484E+01   0.4518339E+00   0.9592767E+00  -0.5876688E+00   0.3755864E+00   0.1036519E+01   0.5385661E+00  -0.3097790E+00  -0.5431659E+04   0.3579241E+04   0.2398296E+04  -0.4733049E+04  -0.6516920E+03
  128.6000  -0.6740434E+00   0.4032981E+00   0.4040745E+00  -0.3777340E+00  -0.1629542E+00   0.3853419E+00   0.1355578E+01   0.1372853E+01   0.5947594E+00   0.8689181E+00  -0.6760340E+00   0.5601570E+00   0.6492490E+00   0.7073194E+00  -0.6216154E+00  -0.6623254E+04   0.3960165E+04   0.3922999E+04  -0.3649449E+04  -0.1637529E+04
  128.8000  -0.7800736E+00   0.4390779E+00   0.5255777E+00  -0.2333931E+00  -0.2782956E+00   0.2273819E+00   0.1491947E+01   0.1485461E+01   0.7824842E+00   0.7021658E+00  -0.6418853E+00   0.3992069E+00   0.5150375E+00   0.9704706E+00  -0.5884893E+00  -0.7602212E+04   0.4220038E+04   0.5138104E+04  -0.2273871E+04  -0.2714214E+04
  129.0000  -0.8461565E+00   0.4258376E+00   0.6238132E+00  -0.6284532E-01  -0.3697618E+00   0.9326749E-01   0.1532981E+01   0.1587912E+01   0.1041637E+01   0.6010708E+00  -0.2569611E+00  -0.1697508E+00   0.4004048E+00   0.1126980E+01  -0.4429458E+00  -0.8175208E+04   0.4052282E+04   0.6111563E+04  -0.6962189E+03  -0.3595648E+04
  129.2000  -0.8323298E+00   0.3476465E+00   0.6969133E+00   0.9542540E-01  -0.4473407E+00   0.1152966E+00   0.1422925E+01   0.1667696E+01   0.1287956E+01   0.4817430E+00   0.3620989E+00  -0.5383644E+00   0.4407956E+00   0.7581975E+00  -0.4857570E+00  -0.8041962E+04   0.3338849E+04   0.6824157E+04   0.7565305E+03  -0.4307315E+04
  129.4000  -0.7507762E+00   0.2446262E+00   0.7540516E+00   0.1906381E+00  -0.4942919E+00   0.2328239E+00   0.1306586E+01   0.1794902E+01   0.1377088E+01   0.3826842E+00   0.6311716E+00  -0.4712950E+00   0.3945658E+00   0.9461152E-01  -0.1654974E+00  -0.7274531E+04   0.2365750E+04   0.7312039E+04   0.1686836E+04  -0.4697718E+04
  129.6000  -0.6175596E+00   0.1265113E+00   0.7555304E+00   0.2242247E+00  -0.4717285E+00   0.4125878E+00   0.1177990E+01   0.1833645E+01   0.1338399E+01   0.4212173E+00   0.9411151E+00  -0.6163632E+00  -0.1294681E+00  -0.2585236E+00   0.5889909E+00  -0.6003037E+04   0.1238424E+04   0.7280374E+04   0.2082524E+04  -0.4481255E+04
  129.8000  -0.4432992E+00   0.1020400E-01   0.6862172E+00   0.2188659E+00  -0.3720659E+00   0.6487252E+00   0.1068440E+01   0.1757933E+01   0.1233469E+01   0.6435111E+00   0.1131109E+01  -0.2182560E+00  -0.5948272E+00  -0.4738306E+00   0.1001510E+01  -0.4339671E+04   0.9905779E+02   0.6605522E+04   0.2119979E+04  -0.3623400E+04
  130.0000  -0.2410315E+00  -0.7927028E-01   0.5472100E+00   0.2001280E+00  -0.2494317E+00   0.9351237E+00   0.1088429E+01   0.1551557E+01   0.1117460E+01   0.8875258E+00   0.1351094E+01  -0.9417605E-01  -0.1054521E+01  -0.3736769E+00   0.9482292E+00  -0.2427484E+04  -0.8894937E+03   0.5308921E+04   0.2019960E+04  -0.2546927E+04
  130.2000  -0.3051455E-01  -0.2006570E+00   0.3697516E+00   0.1903592E+00  -0.1446811E+00   0.1261287E+01   0.1019003E+01   0.1296838E+01   0.1036772E+01   0.1084090E+01   0.1308089E+01  -0.7098314E+00  -0.1102069E+01  -0.2500406E+00   0.5314827E+00  -0.4737750E+03  -0.2134755E+04   0.3646870E+04   0.1982611E+04  -0.1608924E+04
  130.4000   0.1444753E+00  -0.3761638E+00   0.1801121E+00   0.2036194E+00  -0.9456488E-01   0.1530075E+01   0.7859738E+00   0.1029202E+01   0.1010341E+01   0.1130129E+01   0.8908756E+00  -0.1170066E+01  -0.1129862E+01   0.1345301E+00   0.3037747E-02   0.1144180E+04  -0.3784653E+04   0.1864673E+04   0.2137103E+04  -0.1111022E+04
  130.6000   0.2465788E+00  -0.5634688E+00   0.6995707E-02   0.2524334E+00  -0.8873964E-01   0.1669561E+01   0.5011619E+00   0.8023858E+00   0.1091279E+01   0.1085966E+01   0.2150652E+00  -0.1009627E+01  -0.8053831E+00   0.3717567E+00  -0.3077309E+00   0.2103433E+04  -0.5511558E+04   0.2238801E+03   0.2571793E+04  -0.9982247E+03
  130.8000   0.2506701E+00  -0.7054577E+00  -0.1287319E+00   0.3071066E+00  -0.1118938E+00   0.1606503E+01   0.3308231E+00   0.6462038E+00   0.1172483E+01   0.9730911E+00  -0.5906783E+00  -0.6012607E+00  -0.5431431E+00   0.3119159E+00  -0.4144378E+00   0.2209513E+04  -0.6867758E+04  -0.1078924E+04   0.3072920E+04  -0.1139148E+04
  131.0000   0.1821862E+00  -0.8066154E+00  -0.2118491E+00   0.3572466E+00  -0.1281659E+00   0.1412526E+01   0.1951593E+00   0.5866328E+00   0.1245864E+01   0.9007072E+00  -0.7821305E+00  -0.4817673E+00   0.2425089E-01   0.2991747E+00  -0.1757923E+00   0.1660184E+04  -0.7821583E+04  -0.1910741E+04   0.3542487E+04  -0.1255564E+04
  131.2000   0.9217539E-01  -0.8440498E+00  -0.2371739E+00   0.3978313E+00  -0.1270650E+00   0.1229058E+01   0.1607993E+00   0.6554852E+00   0.1305924E+01   0.8801851E+00  -0.7241904E+00   0.2643094E+00   0.2627980E+00   0.2376492E+00  -0.5277808E-01   0.8564111E+03  -0.8194107E+04  -0.2240317E+04   0.3923247E+04  -0.1250467E+04
  131.4000   0.6651510E-02  -0.8030407E+00  -0.2472561E+00   0.4261749E+00  -0.1189312E+00   0.1101289E+01   0.3029574E+00   0.7001660E+00   0.1361026E+01   0.8765827E+00  -0.4237747E+00   0.5491341E+00   0.1233603E+00   0.1684325E+00  -0.1303082E+00   0.2532712E+02  -0.7900848E+04  -0.2369618E+04   0.4178241E+04  -0.1187253E+04
  131.6000  -0.7692516E-01  -0.7466816E+00  -0.2403421E+00   0.4296262E+00  -0.1263162E+00   0.1015205E+01   0.4024591E+00   0.7453618E+00   0.1369913E+01   0.8017892E+00  -0.6744410E+00   0.2436549E+00   0.4465171E+00  -0.7171234E-01  -0.4562314E+00  -0.8254348E+03  -0.7395367E+04  -0.2312461E+04   0.4212272E+04  -0.1207570E+04
  131.8000  -0.1935961E+00  -0.6929152E+00  -0.1927513E+00   0.4105982E+00  -0.1415719E+00   0.8046162E+00   0.4240623E+00   0.9150766E+00   0.1343334E+01   0.6546988E+00  -0.9431375E+00   0.1650175E+00   0.7134894E+00  -0.8356518E-01  -0.4475248E+00  -0.1906226E+04  -0.6827600E+04  -0.1945682E+04   0.4038458E+04  -0.1223688E+04
  132.0000  -0.3067641E+00  -0.6122006E+00  -0.1520180E+00   0.3808124E+00  -0.1053595E+00   0.5973561E+00   0.4826460E+00   0.1052475E+01   0.1327077E+01   0.6100280E+00  -0.8536125E+00   0.4659156E+00   0.3534534E+00  -0.1463433E+00   0.3650067E+00  -0.2938470E+04  -0.6008406E+04  -0.1628275E+04   0.3737181E+04  -0.7887159E+03
  132.2000  -0.3948662E+00  -0.4941099E+00  -0.1445040E+00   0.3300951E+00   0.1967395E-01   0.4038500E+00   0.6153085E+00   0.1106076E+01   0.1272196E+01   0.7973335E+00  -0.6056654E+00   0.6541727E+00   0.1026782E+00  -0.3202420E+00   0.9842374E+00  -0.3718980E+04  -0.4871246E+04  -0.1582526E+04   0.3249622E+04   0.3675658E+03
  132.4000  -0.4234031E+00  -0.3543377E+00  -0.1701613E+00   0.2614902E+00   0.1858963E+00   0.3275516E+00   0.7823133E+00   0.1092712E+01   0.1183886E+01   0.1052039E+01  -0.1467784E+00   0.7428146E+00  -0.1807818E+00  -0.3974215E+00   0.1133484E+01  -0.3968158E+04  -0.3542285E+04  -0.1832999E+04   0.2612452E+04   0.1896458E+04
  132.6000  -0.3941420E+00  -0.2172246E+00  -0.2229613E+00   0.1879973E+00   0.3561691E+00   0.3186306E+00   0.9290549E+00   0.1037237E+01   0.1082018E+01   0.1317841E+01   0.2187482E+00   0.4726875E+00  -0.3462376E+00  -0.3215592E+00   0.9494490E+00  -0.3667368E+04  -0.2217446E+04  -0.2339419E+04   0.1941429E+04   0.3476368E+04
  132.8000  -0.2935577E+00  -0.1007554E+00  -0.3050571E+00   0.1432712E+00   0.4892902E+00   0.4546012E+00   0.9996417E+00   0.9100481E+00   0.1070743E+01   0.1475939E+01   0.7126631E+00   0.3856234E+00  -0.6539893E+00   0.2602873E+00   0.6382604E+00  -0.2733731E+04  -0.1040008E+04  -0.3093679E+04   0.1480001E+04   0.4768037E+04
  133.0000  -0.1639802E+00   0.1599646E-01  -0.3941885E+00   0.1318354E+00   0.5995185E+00   0.5831161E+00   0.1096161E+01   0.7664658E+00   0.1192947E+01   0.1632947E+01   0.4429442E+00   0.4261562E+00  -0.4556909E+00   0.2767080E+00   0.6681430E+00  -0.1467773E+04   0.1163356E+03  -0.3912726E+04   0.1244444E+04   0.5815738E+04
  133.2000  -0.1131982E-01   0.1222553E+00  -0.4629037E+00   0.8226668E-01   0.6740466E+00   0.6972420E+00   0.1167160E+01   0.6856624E+00   0.1183911E+01   0.1756062E+01   0.9091047E+00   0.3191719E+00  -0.3457354E+00  -0.2644320E+00   0.3540873E+00   0.6891261E+02   0.1178475E+04  -0.4579593E+04   0.7321880E+03   0.6498707E+04
  133.4000   0.2027478E+00   0.2236561E+00  -0.5191422E+00   0.9807779E-02   0.6944321E+00   0.9785278E+00   0.1249620E+01   0.6126033E+00   0.1136726E+01   0.1812606E+01   0.1355894E+01   0.4162651E+00  -0.3128594E+00  -0.9558449E-01  -0.6075298E-02   0.2096305E+04   0.2176184E+04  -0.5120415E+04   0.1644519E+02   0.6660796E+04
  133.6000   0.4350332E+00   0.3148315E+00  -0.5599430E+00  -0.6952384E-01   0.6402643E+00   0.1298979E+01   0.1332095E+01   0.5429583E+00   0.1115527E+01   0.1733162E+01   0.1251592E+01   0.2682525E+00  -0.1759652E+00  -0.3408041E+00  -0.6211810E+00   0.4271790E+04   0.3063664E+04  -0.5500568E+04  -0.8050243E+03   0.6152058E+04
  133.8000   0.6339688E+00   0.3819661E+00  -0.5630158E+00  -0.1817140E+00   0.5232068E+00   0.1536414E+01   0.1369705E+01   0.5656587E+00   0.1003344E+01   0.1554047E+01   0.7867403E+00   0.1368412E+00   0.1854903E+00  -0.5462340E+00  -0.8681644E+00   0.6179754E+04   0.3741151E+04  -0.5572158E+04  -0.1901250E+04   0.5067255E+04
  134.0000   0.7774879E+00   0.4317021E+00  -0.5547188E+00  -0.3075559E+00   0.3633356E+00   0.1647876E+01   0.1389387E+01   0.5845510E+00   0.8845514E+00   0.1305568E+01   0.4026027E+00   0.1476384E+00  -0.1743671E+00  -0.6409867E+00  -0.1172825E+01   0.7624279E+04   0.4248943E+04  -0.5519021E+04  -0.3139246E+04   0.3593977E+04
  134.2000   0.8846248E+00   0.4771580E+00  -0.5546933E+00  -0.4551911E+00   0.1936884E+00   0.1716207E+01   0.1448476E+01   0.5268888E+00   0.6957097E+00   0.1043029E+01   0.3840008E+00   0.2573067E+00  -0.1347643E+00  -0.9792454E+00  -0.8457350E+00   0.8716969E+04   0.4667929E+04  -0.5477378E+04  -0.4546177E+04   0.2025283E+04
  134.4000   0.9701507E+00   0.4978213E+00  -0.5405996E+00  -0.6077814E+00   0.6734627E-01   0.1800588E+01   0.1477733E+01   0.4834449E+00   0.4635540E+00   0.9272681E+00   0.2918304E+00  -0.1087839E+00  -0.2801532E+00  -0.8533670E+00  -0.3424324E+00   0.9557938E+04   0.4851851E+04  -0.5286541E+04  -0.5966772E+04   0.7694492E+03
  134.6000   0.1016623E+01   0.4819854E+00  -0.5100594E+00  -0.7276422E+00  -0.3065234E-01   0.1827716E+01   0.1429890E+01   0.4072275E+00   0.2972710E+00   0.8806273E+00   0.5812281E-01  -0.1086939E+00   0.5248580E-01  -0.6999507E+00  -0.3605743E+00   0.1003778E+05   0.4713506E+04  -0.4893938E+04  -0.7097281E+04  -0.2486416E+03
  134.8000   0.1030679E+01   0.4565597E+00  -0.4110020E+00  -0.8164702E+00  -0.1359588E+00   0.1826433E+01   0.1434473E+01   0.5025803E+00   0.1251434E+00   0.7635576E+00   0.3204388E-01  -0.1950102E+00   0.6074588E+00  -0.5443501E+00  -0.5761898E+00   0.1020790E+05   0.4420856E+04  -0.3933495E+04  -0.7888480E+04  -0.1258149E+04
  135.0000   0.1028919E+01   0.3812019E+00  -0.2699252E+00  -0.8340682E+00  -0.2276606E+00   0.1843884E+01   0.1310251E+01   0.6533405E+00   0.7861377E-01   0.6432891E+00   0.2303779E+00  -0.7692189E+00   0.6937248E+00   0.1609340E+00  -0.2860325E+00   0.1018569E+05   0.3712503E+04  -0.2581989E+04  -0.8029272E+04  -0.2102910E+04
  135.2000   0.1023164E+01   0.2790925E+00  -0.1091435E+00  -0.7774529E+00  -0.2682302E+00   0.1947297E+01   0.1142671E+01   0.8164808E+00   0.1454050E+00   0.6345289E+00   0.3275206E+00  -0.5963439E+00   0.7126899E+00   0.3760212E+00   0.2183165E+00   0.1003465E+05   0.2757040E+04  -0.1015323E+04  -0.7471503E+04  -0.2510918E+04
  135.4000   0.9678066E+00   0.1714230E+00   0.6101288E-01  -0.6548506E+00  -0.2523545E+00   0.1977059E+01   0.9919410E+00   0.9643997E+00   0.2798724E+00   0.7596775E+00  -0.1655684E+00  -0.9546987E+00   0.8294562E+00   0.1114085E+01   0.6316726E+00   0.9419739E+04   0.1730157E+04   0.6692843E+03  -0.6269912E+04  -0.2453232E+04
  135.6000   0.8518250E+00   0.3805111E-01   0.2599348E+00  -0.4336702E+00  -0.2177539E+00   0.1932662E+01   0.7094954E+00   0.1210448E+01   0.6672978E+00   0.9172646E+00  -0.3670004E+00  -0.1046770E+01   0.1192015E+01   0.1859915E+01   0.4500962E+00   0.8229452E+04   0.5613380E+03   0.2562395E+04  -0.4264263E+04  -0.2225148E+04
  135.8000   0.6632614E+00  -0.4959761E-01   0.4539978E+00  -0.1855494E+00  -0.2087048E+00   0.1779705E+01   0.5304646E+00   0.1466249E+01   0.1109026E+01   0.9815033E+00  -0.1147600E+01  -0.4067933E+00   0.8457171E+00   0.1565150E+01   0.1282363E+00   0.6374031E+04  -0.2061261E+03   0.4390854E+04  -0.2036059E+04  -0.2174298E+04
  136.0000   0.3972160E+00  -0.6263942E-01   0.5971234E+00   0.5026245E-02  -0.2240517E+00   0.1452262E+01   0.4955818E+00   0.1599040E+01   0.1399725E+01   0.9895613E+00  -0.1342775E+01   0.1381226E+00   0.4668729E+00   0.8389517E+00  -0.4733188E-01   0.3853905E+04  -0.3187412E+03   0.5798536E+04  -0.2770600E+03  -0.2327194E+04
  136.2000   0.1254618E+00   0.5971272E-03   0.6997082E+00   0.1042241E+00  -0.2583483E+00   0.1195914E+01   0.6077234E+00   0.1680267E+01   0.1494144E+01   0.9562311E+00  -0.1092790E+01   0.6996299E+00   0.3537699E+00  -0.6678306E-02  -0.1749676E+00   0.1196223E+04   0.2490104E+03   0.6820742E+04   0.6953984E+03  -0.2653533E+04
  136.4000  -0.1535409E+00   0.1140151E+00   0.7706862E+00   0.1049785E+00  -0.2986221E+00   0.9425513E+00   0.7937172E+00   0.1753370E+01   0.1371217E+01   0.9313023E+00  -0.1305460E+01   0.8046797E+00   0.2109455E+00  -0.7866833E+00  -0.1262004E+00  -0.1552253E+04   0.1296216E+04   0.7501323E+04   0.8228035E+03  -0.3065072E+04
  136.6000  -0.4459948E+00   0.2490383E+00   0.7919165E+00   0.4746349E-01  -0.3576074E+00   0.6335189E+00   0.9839957E+00   0.1758023E+01   0.1130962E+01   0.8672230E+00  -0.1357426E+01   0.9113503E+00  -0.2248497E+00  -0.8685404E+00  -0.5789976E+00  -0.4383929E+04   0.2588221E+04   0.7713305E+04   0.4320461E+03  -0.3638181E+04
  136.8000  -0.7224574E+00   0.4011375E+00   0.7526456E+00  -0.2979584E-02  -0.4468571E+00   0.3385744E+00   0.1199429E+01   0.1646246E+01   0.9520783E+00   0.6844696E+00  -0.1207662E+01   0.1045069E+01  -0.5689090E+00  -0.5548537E+00  -0.6317735E+00  -0.7049069E+04   0.4049101E+04   0.7396567E+04   0.4702194E+02  -0.4423178E+04
  137.0000  -0.9534959E+00   0.5688646E+00   0.6821421E+00  -0.2047477E-01  -0.5086591E+00   0.1075525E+00   0.1471465E+01   0.1501900E+01   0.8637335E+00   0.5917665E+00  -0.7410177E+00   0.1305162E+01  -0.5156748E+00  -0.1457526E+00  -0.2808362E+00  -0.9295041E+04   0.5617845E+04   0.6779831E+04  -0.8645633E+02  -0.5003988E+04
  137.2000  -0.1111212E+01   0.7324399E+00   0.6137192E+00   0.4843724E-02  -0.5459532E+00   0.2763198E-01   0.1788112E+01   0.1411923E+01   0.8917638E+00   0.5326280E+00  -0.2667607E+00   0.1194987E+01  -0.2568945E+00   0.2082791E+00  -0.2530479E+00  -0.1090610E+05   0.7090857E+04   0.6124021E+04   0.1212729E+03  -0.5366360E+04
  137.4000  -0.1223829E+01   0.8382262E+00   0.5561688E+00   0.4649789E-01  -0.5656317E+00  -0.2008964E-01   0.2016129E+01   0.1396739E+01   0.9486316E+00   0.4823433E+00  -0.3038266E+00   0.6140124E+00  -0.9519419E-01   0.8744565E-01  -0.2429913E+00  -0.1206655E+05   0.8029637E+04   0.5502754E+04   0.4808418E+03  -0.5537729E+04
  137.6000  -0.1303062E+01   0.8488757E+00   0.4816005E+00   0.7293421E-01  -0.5689040E+00  -0.6732929E-01   0.2066607E+01   0.1363694E+01   0.9298791E+00   0.4070723E+00  -0.1150254E+00  -0.9136175E-01  -0.4460083E+00  -0.1723190E+00  -0.1280002E+00  -0.1286968E+05   0.8124195E+04   0.4722349E+04   0.7641122E+03  -0.5504025E+04
  137.8000  -0.1341222E+01   0.7764657E+00   0.3617526E+00   0.9499921E-01  -0.5184932E+00  -0.6929873E-01   0.2000210E+01   0.1200034E+01   0.8757216E+00   0.4452141E+00  -0.7379466E-01  -0.3748890E+00  -0.8097280E+00  -0.1215680E+00   0.4149097E+00  -0.1328094E+05   0.7432321E+04   0.3595461E+04   0.1045641E+04  -0.5000116E+04
  138.0000  -0.1360026E+01   0.6413404E+00   0.2324259E+00   0.1356212E+00  -0.4198589E+00  -0.1080244E+00   0.1890112E+01   0.1024321E+01   0.8527762E+00   0.5587469E+00  -0.2917742E+00  -0.7583565E+00  -0.6096761E+00   0.1228735E-01   0.6006145E+00  -0.1344601E+05   0.6097804E+04   0.2384935E+04   0.1504779E+04  -0.4059445E+04
  138.2000  -0.1363550E+01   0.4296213E+00   0.1207118E+00   0.2043678E+00  -0.2800114E+00  -0.2202439E+00   0.1652222E+01   0.8997409E+00   0.8639243E+00   0.7570562E+00  -0.3270478E+00  -0.1297923E+01  -0.5399597E+00   0.3141938E+00   0.9714360E+00  -0.1336707E+05   0.4061035E+04   0.1314316E+04   0.2239816E+04  -0.2761810E+04
  138.4000  -0.1299155E+01   0.1598326E+00   0.3135665E-01   0.3270397E+00  -0.1316338E+00  -0.2416057E+00   0.1314699E+01   0.8004701E+00   0.9976595E+00   0.9603835E+00   0.4276077E+00  -0.1482946E+01  -0.1685645E+00   0.9484293E+00   0.6402687E+00  -0.1265246E+05   0.1498725E+04   0.4507267E+03   0.3434774E+04  -0.1379427E+04
  138.6000  -0.1133603E+01  -0.1193478E+00  -0.1243856E-01   0.5086873E+00  -0.8903055E-02  -0.6198505E-01   0.1003174E+01   0.8339199E+00   0.1301163E+01   0.1083041E+01   0.9860153E+00  -0.1254839E+01   0.6310660E-01   0.1435214E+01   0.4685684E+00  -0.1105681E+05  -0.1197044E+04  -0.4590066E+02   0.5088612E+04  -0.1933154E+03
  138.8000  -0.9024362E+00  -0.3889120E+00  -0.6031209E-01   0.6940348E+00   0.7951833E-01   0.1903946E+00   0.7361172E+00   0.7916437E+00   0.1637698E+01   0.1126282E+01   0.1253992E+01  -0.1282083E+01  -0.3006552E+00   0.1122866E+01  -0.8052786E-01  -0.8833020E+04  -0.3832967E+04  -0.5025746E+03   0.6751132E+04   0.7113147E+03
  139.0000  -0.6231095E+00  -0.6522328E+00  -0.9187108E-01   0.8149346E+00   0.1325794E+00   0.5116879E+00   0.4409527E+00   0.7574602E+00   0.1823818E+01   0.1058213E+01   0.1493042E+01  -0.1157186E+01   0.2243409E+00   0.5203116E+00  -0.7171011E-01  -0.6157033E+04  -0.6373257E+04  -0.7849139E+03   0.7875467E+04   0.1342994E+04
  139.2000  -0.3264200E+00  -0.8674728E+00  -0.7016960E-01   0.8617547E+00   0.2018192E+00   0.8464532E+00   0.2501736E+00   0.8778387E+00   0.1884546E+01   0.1066526E+01   0.1340154E+01  -0.6499460E+00   0.5544804E+00   0.1683835E-01   0.1467053E+00  -0.3306785E+04  -0.8500889E+04  -0.6581031E+03   0.8334180E+04   0.2076842E+04
  139.4000  -0.5140359E-01  -0.1032278E+01  -0.3604223E-01   0.8341956E+00   0.2867260E+00   0.1100482E+01   0.1479964E+00   0.1020978E+01   0.1817496E+01   0.1103841E+01   0.1008523E+01  -0.5360335E+00   0.4112829E+00  -0.4568300E+00   0.3675479E+00  -0.6054241E+03  -0.1017931E+05  -0.4270881E+03   0.8116747E+04   0.2942910E+04
